ts,cs,lat,long,o,v,a,hr,pl,mp,sl,x,y
2024-10-23 16:15:52,52.0,37.34966644,-121.93646641999999,1513.702,0.9640000000000001,0.40800000000000003,0.0,181.376,4.75,0.191,9554575.146,1746717.568
2024-10-23 16:15:53,52.0,37.34966873,-121.93647701,1514.74,1.006,0.077,0.0,181.435,4.104,0.269,9554575.818,1746717.3239999998
2024-10-23 16:15:54,52.0,37.34967078,-121.93647940000001,1515.479,0.55,-0.517,0.0,181.504,2.212,0.268,9554575.86,1746717.0969999998
2024-10-23 16:15:55,52.0,37.34967357,-121.93646773,1516.615,1.0550000000000002,0.507,0.0,181.562,6.127,0.22800000000000004,9554574.741,1746716.766
2024-10-23 16:15:56,52.0,37.34967312,-121.93645581999999,1517.6979999999999,1.107,0.11099999999999999,0.0,181.627,4.317,0.269,9554573.836,1746716.8010000002
2024-10-23 16:15:57,52.0,37.34967222,-121.93645185,1518.44,0.549,-0.613,0.0,181.689,1.954,0.179,9554573.587000001,1746716.8969999999
2024-10-23 16:15:58,52.0,37.34966999,-121.93645904,1519.197,0.749,0.207,0.0,181.733,3.689,0.258,9554574.312,1746717.1579999998
2024-10-23 16:15:59,52.0,37.34967342,-121.93646917000001,1520.333,1.139,0.382,0.0,181.858,9.029,0.95,9554574.865,1746716.787
2024-10-23 16:16:00,52.0,37.349686559999995,-121.93648048,1522.127,1.879,0.8210000000000001,0.0,182.176,8.343,1.224,9554574.817,1746715.323
2024-10-23 16:16:01,52.0,37.349695600000004,-121.93648843999999,1523.373,1.2,-0.713,0.0,182.38,3.2960000000000003,0.382,9554574.798999999,1746714.3170000003
2024-10-23 16:16:02,52.0,37.3496997,-121.93649263,1524.007,0.614,-0.624,0.0,182.427,2.151,0.119,9554574.834,1746713.863
2024-10-23 16:16:03,52.0,37.349698790000005,-121.93649049000001,1524.528,0.377,-0.254,0.0,182.47899999999998,2.196,0.44400000000000006,9554574.731,1746713.963
2024-10-23 16:16:04,52.0,37.34968956,-121.93647231,1526.488,1.972,1.5699999999999998,0.0,182.671,27.418,1.21,9554573.959,1746714.975
2024-10-23 16:16:05,52.0,37.34966038,-121.9364438,1530.645,4.236,2.366,0.0,183.076,45.394999999999996,1.778,9554573.799,1746718.2179999999
2024-10-23 16:16:06,52.0,37.34961786,-121.93641262000001,1536.136,5.474,1.24,0.0,183.537,37.232,2.041,9554574.382,1746722.955
2024-10-23 16:16:07,52.0,37.34957162,-121.93637948,1542.068,5.946,0.445,0.0,184.097,29.917,2.452,9554575.076000001,1746728.111
2024-10-23 16:16:08,52.0,37.34952521,-121.93634704000002,1548.001,5.9590000000000005,0.024,0.0,184.73899999999998,22.575,2.559,9554575.836,1746733.2859999998
2024-10-23 16:16:09,52.0,37.34947958,-121.93633356999999,1553.29,5.281000000000001,-0.6599999999999999,0.0,185.392,13.327000000000002,2.9080000000000004,9554578.037999999,1746738.398
2024-10-23 16:16:10,52.0,37.349454300000005,-121.93632929,1556.576,3.042,-2.271,0.0,186.108,12.161,2.3760000000000003,9554579.503999999,1746741.235
2024-10-23 16:16:11,52.0,37.34944747,-121.93630203000001,1559.233,2.642,-0.542,0.0,186.778,23.061,3.8129999999999997,9554577.845999999,1746741.969
2024-10-23 16:16:12,52.0,37.34944376,-121.93627746,1561.597,2.432,0.04499999999999997,0.0,187.553,7.626,1.158,9554576.177,1746742.3510000003
2024-10-23 16:16:13,52.0,37.34945075,-121.93627599999999,1562.577,0.945,-1.6830000000000003,0.0,187.659,4.0200000000000005,0.262,9554575.563,1746741.5620000002
2024-10-23 16:16:14,52.0,37.349457810000004,-121.93628397,1563.674,1.1300000000000001,0.24700000000000003,0.0,187.717,5.192,0.203,9554575.686,1746740.7789999999
2024-10-23 16:16:15,52.0,37.34946181,-121.93629587000001,1564.8690000000001,1.15,0.027000000000000003,0.0,187.763,5.175,0.19,9554576.338,1746740.344
2024-10-23 16:16:16,52.0,37.34946352,-121.93630995000001,1566.1619999999998,1.322,0.179,0.0,187.817,6.259,0.227,9554577.324,1746740.173
2024-10-23 16:16:17,52.0,37.349467,-121.93632384,1567.471,1.3679999999999999,0.05,0.0,187.872,5.923,0.196,9554578.17,1746739.8010000002
2024-10-23 16:16:18,52.0,37.34947111,-121.93633695999999,1568.736,1.284,-0.089,0.0,187.919,5.228,0.215,9554578.909,1746739.356
2024-10-23 16:16:19,52.0,37.34947351,-121.93634936999999,1569.976,1.2,-0.095,0.0,188.013,5.116,0.615,9554579.713,1746739.1039999998
2024-10-23 16:16:20,52.0,37.349465190000004,-121.93636151999999,1571.5430000000001,1.528,0.36,0.0,188.20999999999998,8.578,0.8939999999999999,9554581.267,1746740.0550000002
2024-10-23 16:16:21,52.0,37.34945019,-121.93636283000001,1573.414,1.7469999999999999,0.199,0.0,188.474,9.473,1.439,9554582.441,1746741.7449999999
2024-10-23 16:16:22,52.0,37.34943843,-121.93635642,1574.892,1.4609999999999999,-0.24000000000000005,0.0,188.812,4.235,0.674,9554582.778,1746743.06
2024-10-23 16:16:23,52.0,37.34943505,-121.93635753000001,1575.51,0.493,-1.045,0.0,188.878,1.6620000000000001,0.23900000000000002,9554583.105,1746743.44
2024-10-23 16:16:24,52.0,37.34944281,-121.93635871,1576.405,0.909,0.394,0.0,188.981,7.220000000000001,0.614,9554582.645,1746742.5690000001
2024-10-23 16:16:25,52.0,37.349456700000005,-121.93635997000001,1577.964,1.6019999999999999,0.796,0.0,189.178,7.367,0.8390000000000001,9554581.751,1746741.008
2024-10-23 16:16:26,52.0,37.34946978,-121.9363633,1579.4779999999998,1.517,-0.141,0.0,189.327,6.651000000000001,0.457,9554581.079,1746739.543
2024-10-23 16:16:27,52.0,37.34948054,-121.93637243999999,1580.9479999999999,1.4460000000000002,-0.047,0.0,189.501,5.409,0.8539999999999999,9554581.031,1746738.345
2024-10-23 16:16:28,52.0,37.34949031,-121.93637763,1582.158,1.136,-0.35300000000000004,0.0,189.67000000000002,4.832,0.437,9554580.739,1746737.254
2024-10-23 16:16:29,52.0,37.34950296,-121.93637744,1583.589,1.409,0.314,0.0,189.783,6.983,0.532,9554579.822,1746735.8280000002
2024-10-23 16:16:30,52.0,37.34951694,-121.93637638999999,1585.178,1.5350000000000001,0.07,0.0,189.911,10.648,0.725,9554578.74,1746734.257
2024-10-23 16:16:31,52.0,37.34953342,-121.93638022,1587.056,1.9420000000000002,0.5,0.0,190.208,6.869,1.298,9554577.863,1746732.409
2024-10-23 16:16:32,52.0,37.34953954,-121.93638412,1587.92,0.794,-1.215,0.0,190.393,2.106,0.225,9554577.733,1746731.7259999998
2024-10-23 16:16:33,52.0,37.34954241,-121.93638748999999,1588.42,0.45199999999999996,-0.362,0.0,190.424,1.9,0.118,9554577.794,1746731.4060000002
2024-10-23 16:16:34,52.0,37.3495431,-121.93639212000001,1588.906,0.43899999999999995,0.037,0.0,190.45,1.845,0.077,9554578.109000001,1746731.337
2024-10-23 16:16:35,52.0,37.34954637,-121.93639522000001,1589.365,0.43200000000000005,-0.036,0.0,190.47,2.2809999999999997,0.10600000000000001,9554578.120000001,1746730.973
2024-10-23 16:16:36,52.0,37.34955204,-121.93639919,1590.151,0.788,0.36,0.0,190.503,4.189,0.16699999999999998,9554578.029,1746730.3390000002
2024-10-23 16:16:37,52.0,37.349561460000004,-121.93640227,1591.263,1.141,0.371,0.0,190.55700000000002,5.463,0.266,9554577.597,1746729.2850000001
2024-10-23 16:16:38,52.0,37.349571909999995,-121.93640592,1592.482,1.23,0.086,0.0,190.621,5.683,0.211,9554577.139,1746728.116
2024-10-23 16:16:39,52.0,37.34958331,-121.93640887,1593.789,1.31,0.078,0.0,190.673,5.879,0.21000000000000002,9554576.555,1746726.837
2024-10-23 16:16:40,52.0,37.34959490999999,-121.9364125,1595.1299999999999,1.334,0.023,0.0,190.727,5.769,0.21800000000000003,9554576.011,1746725.538
2024-10-23 16:16:41,52.0,37.349606720000004,-121.93641691,1596.511,1.377,0.043,0.0,190.779,6.301,0.231,9554575.517,1746724.2149999999
2024-10-23 16:16:42,52.0,37.349617710000004,-121.93642270000001,1597.849,1.324,-0.05600000000000001,0.0,190.848,5.615,0.29700000000000004,9554575.186,1746722.988
2024-10-23 16:16:43,52.0,37.3496287,-121.93642870000001,1599.191,1.322,-0.002,0.0,190.91299999999998,5.6530000000000005,0.221,9554574.875,1746721.759
2024-10-23 16:16:44,52.0,37.349638909999996,-121.93643494999999,1600.467,1.2570000000000001,-0.059,0.0,190.967,5.127000000000001,0.207,9554574.635,1746720.6199999999
2024-10-23 16:16:45,52.0,37.349648509999994,-121.93643898999998,1601.624,1.135,-0.11699999999999999,0.0,191.018,4.544,0.185,9554574.27,1746719.546
2024-10-23 16:16:46,52.0,37.34965833,-121.93643746999999,1602.75,1.097,-0.06300000000000001,0.0,191.05599999999998,5.404999999999999,0.161,9554573.448,1746718.439
2024-10-23 16:16:47,52.0,37.349670249999996,-121.93643577,1604.09,1.3679999999999999,0.298,0.0,191.11100000000002,6.2700000000000005,0.274,9554572.462000001,1746717.0969999998
2024-10-23 16:16:48,52.0,37.3496801,-121.93643119000001,1605.322,1.194,-0.176,0.0,191.184,4.689,0.318,9554571.397,1746715.982
2024-10-23 16:16:49,52.0,37.34968492,-121.93642001,1606.549,1.2,0.010000000000000004,0.0,191.28900000000002,5.024,0.453,9554570.172,1746715.427
2024-10-23 16:16:50,52.0,37.3496839,-121.93641172,1607.343,0.755,-0.466,0.0,191.36100000000002,2.825,0.26399999999999996,9554569.592,1746715.5280000002
2024-10-23 16:16:51,52.0,37.34967217,-121.93640187000001,1609.0149999999999,1.639,0.789,0.0,191.54500000000002,23.68,1.498,9554569.655,1746716.834
2024-10-23 16:16:52,52.0,37.34963618,-121.93638535,1613.3049999999998,4.354,2.859,0.0,192.027,53.324,2.045,9554570.924,1746720.8580000002
2024-10-23 16:16:53,52.0,37.3495911,-121.93636282,1618.718,5.413,1.082,0.0,192.564,31.933999999999997,2.226,9554572.372,1746725.898
2024-10-23 16:16:54,52.0,37.34954262,-121.93634415,1624.398,5.691,0.24100000000000002,0.0,193.154,24.219,2.593,9554574.365,1746731.3239999998
2024-10-23 16:16:55,52.0,37.34949658,-121.93634130000001,1629.654,5.213,-0.47300000000000003,0.0,193.844,14.672,2.92,9554577.43,1746736.4980000001
2024-10-23 16:16:56,52.0,37.34946659,-121.93635033999999,1633.499,3.6799999999999997,-1.454,0.0,194.488,12.940000000000001,1.7570000000000001,9554580.286,1746739.883
2024-10-23 16:16:57,52.0,37.34947013,-121.93632338,1636.455,2.73,-1.171,0.0,194.837,30.465999999999998,1.509,9554577.907,1746739.448
2024-10-23 16:16:58,52.0,37.34948451,-121.93629578,1639.6979999999999,3.1390000000000002,0.765,0.0,195.302,17.044999999999998,1.864,9554574.708,1746737.7920000001
2024-10-23 16:16:59,52.0,37.34947817,-121.93631011,1641.841,1.7309999999999999,-1.689,0.0,195.676,21.997999999999998,1.517,9554576.289,1746738.525
2024-10-23 16:17:00,52.0,37.34947824,-121.93634635000001,1645.312,3.5189999999999997,1.839,0.0,196.176,32.376999999999995,2.597,9554579.139,1746738.568
2024-10-23 16:17:01,52.0,37.34950485,-121.93638222,1649.848,4.6739999999999995,1.228,0.0,196.892,27.437,2.613,9554580.061,1746735.6230000001
2024-10-23 16:17:02,52.0,37.34953645,-121.93639486,1653.58,3.847,-0.852,0.0,197.473,8.501000000000001,2.25,9554578.798999999,1746732.087
2024-10-23 16:17:03,52.0,37.34955391,-121.93639727,1655.568,1.923,-1.9629999999999999,0.0,197.89000000000001,4.9719999999999995,0.728,9554577.743,1746730.128
2024-10-23 16:17:04,52.0,37.34955683,-121.93639837999999,1656.016,0.34199999999999997,-1.6640000000000001,0.0,197.95,1.011,0.118,9554577.622,1746729.7969999998
2024-10-23 16:17:05,52.0,37.34955567,-121.93639676000001,1656.361,0.254,-0.048999999999999995,0.0,197.976,1.2109999999999999,0.091,9554577.577,1746729.928
2024-10-23 16:17:06,52.0,37.349553529999994,-121.93639761,1656.6690000000003,0.26,0.04699999999999999,0.0,197.995,1.085,0.076,9554577.796,1746730.17
2024-10-23 16:17:07,52.0,37.34955341999999,-121.93639616,1656.7,0.019,-0.264,0.0,198.01,0.096,0.042,9554577.691,1746730.1809999999
2024-10-23 16:17:08,52.0,37.34955308,-121.93639807,1656.7,0.0,-0.008,0.0,198.019,0.006,0.034999999999999996,9554577.864,1746730.2219999998
2024-10-23 16:17:09,52.0,37.349553,-121.93639789,1656.7,0.0,0.0,0.0,198.026,0.0,0.026000000000000002,9554577.855,1746730.23
2024-10-23 16:17:10,52.0,37.34955284,-121.93639708,1656.7,0.0,0.0,0.0,198.031,0.0,0.02,9554577.804000001,1746730.246
2024-10-23 16:17:11,52.0,37.34955273,-121.93639573,1656.7,0.0,0.0,0.0,198.042,0.0,0.042,9554577.705,1746730.257
2024-10-23 16:17:12,52.0,37.34955403,-121.93639684,1656.911,0.146,0.11000000000000001,0.0,198.06400000000002,0.984,0.186,9554577.7,1746730.114
2024-10-23 16:17:13,52.0,37.349562309999996,-121.93640338,1658.056,1.158,1.045,0.0,198.15,8.231,0.47300000000000003,9554577.623,1746729.191
2024-10-23 16:17:14,52.0,37.34957533,-121.93641190999999,1659.7069999999999,1.688,0.5700000000000001,0.0,198.26500000000001,7.931,0.392,9554577.364,1746727.738
2024-10-23 16:17:15,52.0,37.349587840000005,-121.93642082000001,1661.3169999999998,1.6060000000000003,-0.11299999999999999,0.0,198.346,6.68,0.29100000000000004,9554577.173999999,1746726.344
2024-10-23 16:17:16,52.0,37.34960141,-121.93642786999999,1662.9669999999999,1.652,0.031,0.0,198.425,7.764999999999999,0.418,9554576.759,1746724.829
2024-10-23 16:17:17,52.0,37.34961597,-121.93643754,1664.815,1.811,0.188,0.0,198.576,8.181999999999999,0.65,9554576.48,1746723.204
2024-10-23 16:17:18,52.0,37.34962812,-121.93644589,1666.3650000000002,1.436,-0.386,0.0,198.7,4.843999999999999,0.359,9554576.269,1746721.848
2024-10-23 16:17:19,52.0,37.34963766,-121.93645262,1667.5970000000002,1.169,-0.288,0.0,198.777,4.4719999999999995,0.268,9554576.118,1746720.784
2024-10-23 16:17:20,52.0,37.349644319999996,-121.93645910000001,1668.5520000000001,0.9029999999999999,-0.256,0.0,198.829,3.338,0.16699999999999998,9554576.153,1746720.045
2024-10-23 16:17:21,52.0,37.34964915,-121.93646494,1669.3509999999999,0.708,-0.21400000000000002,0.0,198.86700000000002,3.066,0.148,9554576.265999999,1746719.509
2024-10-23 16:17:22,52.0,37.3496566,-121.93646547,1670.234,0.775,0.078,0.0,198.91199999999998,3.62,0.195,9554575.777,1746718.675
2024-10-23 16:17:23,52.0,37.34966543,-121.93646623,1671.252,0.962,0.20099999999999998,0.0,198.958,4.43,0.16499999999999998,9554575.204,1746717.6829999997
2024-10-23 16:17:24,52.0,37.34967337,-121.93646872,1672.1919999999998,0.933,-0.033999999999999996,0.0,198.995,3.907,0.15,9554574.833,1746716.7920000001
2024-10-23 16:17:25,52.0,37.34967972,-121.93647428,1673.084,0.9279999999999999,-0.013000000000000001,0.0,199.033,4.18,0.152,9554574.817,1746716.084
2024-10-23 16:17:26,52.0,37.349687,-121.93648505000002,1674.3790000000001,1.287,0.361,0.0,199.124,7.3709999999999996,0.682,9554575.146,1746715.2830000003
2024-10-23 16:17:27,52.0,37.34969079,-121.93649768,1675.61,1.263,0.039,0.0,199.301,4.173,0.504,9554575.870000001,1746714.871
2024-10-23 16:17:28,52.0,37.34969348,-121.93650187,1676.1680000000001,0.512,-0.8160000000000001,0.0,199.36700000000002,1.7890000000000001,0.154,9554576.007,1746714.575
2024-10-23 16:17:29,52.0,37.34969537,-121.93649605,1676.859,0.609,0.101,0.0,199.442,3.224,0.479,9554575.414,1746714.355
2024-10-23 16:17:30,52.0,37.34969833,-121.9364928,1677.438,0.47300000000000003,-0.128,0.0,199.57,1.722,0.5860000000000001,9554574.948,1746714.018
2024-10-23 16:17:31,52.0,37.34969661,-121.93648214,1678.628,1.0310000000000001,0.446,0.0,199.788,13.779000000000002,1.28,9554574.231,1746714.196
2024-10-23 16:17:32,52.0,37.34967417,-121.93645733999999,1682.0169999999998,3.5170000000000003,2.597,0.0,200.184,41.968,1.698,9554573.878999999,1746716.685
2024-10-23 16:17:33,52.0,37.349637109999996,-121.93642824000001,1686.893,4.962999999999999,1.484,0.0,200.648,38.102999999999994,2.108,9554574.237,1746720.8129999998
2024-10-23 16:17:34,52.0,37.34959297,-121.93639820000001,1692.488,5.622999999999999,0.625,0.0,201.193,32.082,2.2399999999999998,9554575.026,1746725.736
2024-10-23 16:17:35,52.0,37.349544789999996,-121.93636931,1698.4330000000002,6.003,0.376,0.0,201.784,29.561,2.472,9554576.192,1746731.114
2024-10-23 16:17:36,52.0,37.34949459,-121.93634139999999,1704.562,6.154999999999999,0.157,0.0,202.49099999999999,28.567,3.307,9554577.581,1746736.723
2024-10-23 16:17:37,52.0,37.34945419,-121.93632594,1709.3490000000002,4.83,-1.1460000000000001,0.0,203.398,25.177,3.072,9554579.249,1746741.2440000002
2024-10-23 16:17:38,52.0,37.34945204,-121.93632067000001,1710.6830000000002,0.825,-4.237,0.0,203.82999999999998,5.747999999999999,0.9789999999999999,9554578.988,1746741.4789999998
2024-10-23 16:17:39,52.0,37.34946317,-121.93631654,1712.3709999999999,1.2710000000000001,0.33199999999999996,0.0,204.078,23.118000000000002,1.3,9554577.867999999,1746740.2219999998
2024-10-23 16:17:40,52.0,37.34949628,-121.93631358,1716.119,3.8520000000000003,2.839,0.0,204.51600000000002,33.305,2.128,9554575.27,1746736.493
2024-10-23 16:17:41,52.0,37.34952425,-121.93632745,1719.578,3.446,-0.433,0.0,205.086,8.503,2.228,9554574.361,1746733.367
2024-10-23 16:17:42,52.0,37.34953587,-121.93634589999999,1721.741,2.145,-1.375,0.0,205.58200000000002,4.699,1.391,9554574.986,1746732.086
2024-10-23 16:17:43,52.0,37.349539070000006,-121.93635859000001,1722.941,1.19,-0.998,0.0,205.74499999999998,4.056,0.273,9554575.756000001,1746731.743
2024-10-23 16:17:44,52.0,37.3495404,-121.93636953000001,1723.943,1.027,-0.137,0.0,205.79899999999998,4.279999999999999,0.182,9554576.523,1746731.6079999998
2024-10-23 16:17:45,52.0,37.34954093,-121.93637844,1724.765,0.817,-0.2,0.0,205.84,3.218,0.16599999999999998,9554577.187,1746731.56
2024-10-23 16:17:46,52.0,37.34954377,-121.93638633,1725.574,0.8299999999999998,0.018000000000000002,0.0,205.88400000000001,3.5730000000000004,0.185,9554577.604,1746731.254
2024-10-23 16:17:47,52.0,37.349545039999995,-121.93639217,1726.1979999999999,0.615,-0.193,0.0,205.92600000000002,2.192,0.101,9554577.974,1746731.118
2024-10-23 16:17:48,52.0,37.34954627,-121.93639352,1726.4,0.173,-0.466,0.0,205.942,0.659,0.05900000000000001,9554577.992999999,1746730.982
2024-10-23 16:17:49,52.0,37.349545,-121.93639508999999,1726.4,0.01,-0.168,0.0,205.95299999999997,0.049,0.046,9554578.209,1746731.1259999997
2024-10-23 16:17:50,52.0,37.349545160000005,-121.93639452,1726.4,0.0,0.0,0.0,205.967,0.002,0.05600000000000001,9554578.151999999,1746731.107
2024-10-23 16:17:51,52.0,37.34954662,-121.93639470000001,1726.491,0.10400000000000001,0.076,0.0,205.983,0.588,0.065,9554578.06,1746730.9439999997
2024-10-23 16:17:52,52.0,37.34954742,-121.93639677000002,1726.7830000000001,0.308,0.24300000000000002,0.0,205.99899999999997,1.294,0.08,9554578.165000001,1746730.856
2024-10-23 16:17:53,52.0,37.34954808,-121.93639554,1727.006,0.209,-0.10500000000000001,0.0,206.017,0.889,0.075,9554578.024,1746730.7820000001
2024-10-23 16:17:54,52.0,37.349547380000004,-121.93639762000001,1727.0099999999998,0.012,-0.20600000000000002,0.0,206.035,0.068,0.05,9554578.236,1746730.8620000002
2024-10-23 16:17:55,52.0,37.3495475,-121.9363973,1727.0610000000001,0.043000000000000003,0.015,0.0,206.048,0.23199999999999998,0.077,9554578.202,1746730.848
2024-10-23 16:17:56,52.0,37.34955172,-121.93639925,1727.598,0.5660000000000001,0.538,0.0,206.08,3.21,0.22800000000000004,9554578.056,1746730.3769999999
2024-10-23 16:17:57,52.0,37.34955593,-121.93640047,1728.187,0.564,0.039,0.0,206.147,1.985,0.282,9554577.849000001,1746729.9039999999
2024-10-23 16:17:58,52.0,37.34955324,-121.93639429,1728.887,0.591,-0.08499999999999999,0.0,206.252,5.045,0.579,9554577.558,1746730.2
2024-10-23 16:17:59,52.0,37.34953761,-121.93637673,1731.25,2.303,1.741,0.0,206.45700000000002,28.329,1.2890000000000001,9554577.290000001,1746731.9309999999
2024-10-23 16:18:00,52.0,37.34950816,-121.93634394,1735.6509999999998,4.468999999999999,2.237,0.0,206.881,48.973,1.9149999999999998,9554576.812,1746735.2
2024-10-23 16:18:01,52.0,37.3494735,-121.93629777000001,1741.282,5.723000000000001,1.286,0.0,207.429,37.105000000000004,2.68,9554575.651999999,1746739.0329999998
2024-10-23 16:18:02,52.0,37.349449549999996,-121.93625770999999,1745.869,4.578,-0.9800000000000001,0.0,208.224,25.052999999999997,2.873,9554574.206999999,1746741.671
2024-10-23 16:18:03,52.0,37.34945358,-121.936271,1748.265,1.9460000000000002,-3.034,0.0,208.715,39.534,1.641,9554574.966,1746741.238
2024-10-23 16:18:04,52.0,37.34946497,-121.93631631000001,1752.5010000000002,4.407,2.694,0.0,209.179,36.543,2.055,9554577.721,1746740.018
2024-10-23 16:18:05,52.0,37.34946741,-121.936362,1756.648,4.21,-0.06700000000000002,0.0,209.80300000000003,17.387,2.689,9554581.146,1746739.807
2024-10-23 16:18:06,52.0,37.34946319,-121.93636756000001,1758.1950000000002,1.1,-3.321,0.0,210.256,5.4479999999999995,1.066,9554581.883,1746740.289
2024-10-23 16:18:07,52.0,37.34947449,-121.93635300999999,1760.2310000000002,1.966,0.7849999999999999,0.0,210.527,24.148,1.3519999999999999,9554579.932,1746738.9980000001
2024-10-23 16:18:08,52.0,37.34948767,-121.9363175,1763.7240000000002,3.5980000000000003,1.829,0.0,210.945,24.447,1.8359999999999999,9554576.193,1746737.4679999999
2024-10-23 16:18:09,52.0,37.34950481,-121.93629315999999,1766.6919999999998,2.966,-0.64,0.0,211.404,6.792,1.778,9554573.051,1746735.5050000001
2024-10-23 16:18:10,52.0,37.349518190000005,-121.93629158000002,1768.369,1.58,-1.508,0.0,211.724,4.399,0.575,9554571.97,1746734.0
2024-10-23 16:18:11,52.0,37.34952588,-121.93630361000001,1769.7930000000001,1.401,-0.161,0.0,211.80100000000002,6.343,0.256,9554572.368999999,1746733.151
2024-10-23 16:18:12,52.0,37.349530720000004,-121.93631821,1771.2069999999999,1.391,0.020999999999999998,0.0,211.859,6.037,0.238,9554573.172,1746732.628
2024-10-23 16:18:13,52.0,37.349536560000004,-121.93633208000001,1772.6150000000002,1.388,-0.012,0.0,211.92199999999997,6.046,0.275,9554573.847,1746731.989
2024-10-23 16:18:14,52.0,37.34954229,-121.93634581,1774.0080000000003,1.358,-0.021,0.0,211.99699999999999,5.566000000000001,0.28900000000000003,9554574.52,1746731.363
2024-10-23 16:18:15,52.0,37.34954451,-121.93635839999999,1775.175,1.1480000000000001,-0.21400000000000002,0.0,212.064,4.296,0.231,9554575.352,1746731.134
2024-10-23 16:18:16,52.0,37.34954542,-121.93636861,1776.105,0.907,-0.252,0.0,212.10999999999999,3.588,0.16499999999999998,9554576.091999998,1746731.0420000001
2024-10-23 16:18:17,52.0,37.3495468,-121.93637616999999,1776.8509999999999,0.688,-0.21400000000000002,0.0,212.144,2.561,0.10800000000000001,9554576.587000001,1746730.898
2024-10-23 16:18:18,52.0,37.34954773,-121.93638185,1777.389,0.508,-0.16099999999999998,0.0,212.164,2.019,0.067,9554576.97,1746730.8010000002
2024-10-23 16:18:19,52.0,37.349549589999995,-121.93638100999999,1777.45,0.05500000000000001,-0.476,0.0,212.18099999999998,0.229,0.082,9554576.771,1746730.5899999999
2024-10-23 16:18:20,52.0,37.34955625,-121.93638347999999,1778.014,0.587,0.506,0.0,212.21599999999998,4.479,0.209,9554576.489,1746729.8460000001
2024-10-23 16:18:21,52.0,37.34956838,-121.93639258,1779.6080000000002,1.6420000000000001,1.116,0.0,212.315,10.878,0.6990000000000001,9554576.34,1746728.493
2024-10-23 16:18:22,52.0,37.34958232,-121.93640696,1781.643,2.029,0.382,0.0,212.55100000000002,9.555,1.001,9554576.475,1746726.946
2024-10-23 16:18:23,52.0,37.34959615,-121.93642287,1783.748,2.072,0.026000000000000002,0.0,212.796,8.626999999999999,1.038,9554576.74,1746725.413
2024-10-23 16:18:24,52.0,37.34960934,-121.93643519,1785.5970000000002,1.78,-0.29300000000000004,0.0,213.01500000000001,6.174,0.55,9554576.767,1746723.9449999998
2024-10-23 16:18:25,52.0,37.34961929,-121.93644597,1787.071,1.403,-0.39299999999999996,0.0,213.109,5.112,0.306,9554576.905,1746722.8420000002
2024-10-23 16:18:26,52.0,37.34962762,-121.93645411,1788.273,1.157,-0.257,0.0,213.186,4.751,0.404,9554576.952,1746721.918
2024-10-23 16:18:27,52.0,37.349637630000004,-121.93645756999999,1789.462,1.162,0.030000000000000006,0.0,213.30300000000003,5.007,0.37,9554576.509,1746720.796
2024-10-23 16:18:28,52.0,37.34964688,-121.93646005000001,1790.539,1.06,-0.097,0.0,213.36599999999999,4.191,0.184,9554576.044,1746719.757
2024-10-23 16:18:29,52.0,37.34965399,-121.93646237,1791.3799999999999,0.85,-0.219,0.0,213.40499999999997,3.332,0.156,9554575.719,1746718.961
2024-10-23 16:18:30,52.0,37.349660130000004,-121.93646233,1792.11,0.704,-0.154,0.0,213.44099999999997,2.9,0.122,9554575.278,1746718.2719999999
2024-10-23 16:18:31,52.0,37.34966537,-121.93646037,1792.818,0.654,-0.05600000000000001,0.0,213.475,2.8739999999999997,0.152,9554574.747,1746717.6800000002
2024-10-23 16:18:32,52.0,37.34967004,-121.93645638000001,1793.491,0.6220000000000001,-0.027000000000000003,0.0,213.50900000000001,2.739,0.136,9554574.098000001,1746717.148
2024-10-23 16:18:33,52.0,37.34967413,-121.93644975,1794.2959999999998,0.751,0.15,0.0,213.545,3.357,0.144,9554573.286,1746716.6800000002
2024-10-23 16:18:34,52.0,37.34967897,-121.93644546,1795.0369999999998,0.671,-0.074,0.0,213.589,2.7190000000000003,0.193,9554572.601,1746716.1300000001
2024-10-23 16:18:35,52.0,37.34968103,-121.93644710000001,1795.628,0.48,-0.22800000000000004,0.0,213.63299999999998,2.061,0.162,9554572.583,1746715.9
2024-10-23 16:18:36,52.0,37.3496751,-121.93645151999999,1796.4450000000002,0.761,0.278,0.0,213.667,4.061,0.13,9554573.356,1746716.575
2024-10-23 16:18:37,52.0,37.34966825,-121.93645839999999,1797.466,0.985,0.254,0.0,213.706,4.557,0.16599999999999998,9554574.387,1746717.3539999998
2024-10-23 16:18:38,52.0,37.34966091,-121.93646514,1798.506,1.027,0.038,0.0,213.74499999999998,4.407,0.154,9554575.441,1746718.1870000002
2024-10-23 16:18:39,52.0,37.34965355,-121.93647231,1799.577,1.0150000000000001,-0.047,0.0,213.78699999999998,5.281000000000001,0.209,9554576.533,1746719.026
2024-10-23 16:18:40,52.0,37.34964787,-121.93647920000001,1800.5790000000002,0.9709999999999999,0.038000000000000034,0.0,213.83499999999998,3.84,0.131,9554577.482,1746719.6739999999
2024-10-23 16:18:41,52.0,37.349652559999996,-121.93647863999999,1801.19,0.552,-0.504,0.0,213.873,3.232,0.21400000000000002,9554577.101,1746719.145
2024-10-23 16:18:42,52.0,37.34965971,-121.9364824,1802.093,0.884,0.374,0.0,213.93199999999996,4.33,0.217,9554576.889,1746718.345
